openalex_id,display_name,country_code,type,works_count,cited_by_count,ror_id,homepage_url,image_url
https://openalex.org/I219193219,Purdue University West Lafayette,US,education,176356,6311946,https://ror.org/02dqehb95,http://www.purdue.edu/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Purdue%20University%20system%20logo.svg
https://openalex.org/I130701444,Georgia Institute of Technology,US,education,175960,6394171,https://ror.org/01zkghx44,https://www.gatech.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Georgia%20Tech%20seal.svg
https://openalex.org/I126307644,University of Iowa,US,education,174333,6650048,https://ror.org/036jqmy94,https://uiowa.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Iowa%20Hall.JPG
https://openalex.org/I146655781,University of Liverpool,GB,education,173925,5160762,https://ror.org/04xs57h96,http://www.liv.ac.uk/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/University%20of%20Liverpool%20Building.jpg
https://openalex.org/I193662353,Utrecht University,NL,education,173164,7178388,https://ror.org/04pp8hn57,https://www.uu.nl,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Utrecht%20University%20Logo.JPG
https://openalex.org/I181391015,Universidade Estadual de Campinas (UNICAMP),BR,education,171246,2684534,https://ror.org/04wffgt70,https://www.unicamp.br,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Entrada%20Unicamp%202.jpg
https://openalex.org/I879563668,Universidade Estadual Paulista (Unesp),BR,education,171077,2101190,https://ror.org/00987cb86,https://www2.unesp.br,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logo%20Unesp.svg
https://openalex.org/I168635309,University of Calgary,CA,education,171022,5338376,https://ror.org/03yjb2x39,https://www.ucalgary.ca,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Haskayne%20School%20of%20Business%201.jpg
https://openalex.org/I39422238,University of Illinois Chicago,US,education,168920,5494627,https://ror.org/02mpq6x41,https://www.uic.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/UIC%20Wordmark.svg
https://openalex.org/I145872427,Radboud University Nijmegen,NL,education,168802,6814098,https://ror.org/016xsfp80,http://www.ru.nl/english/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Radboudwapen.gif
